C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data     19/10/2021  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	V	Cr	Mn	Fe	Ni	Cu	Zn	Ga	Ge	As	Se	Br	Rb	Sr	Y	Zr	Rh	In	Sn	Sb	Ba	La	Ce	Pr	Nd	Ta	W	Pb	Bi	Fe a*2	Fe a+b	S1	S2	S3	Mo inc	Mo coh	Dt	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000063.spe	179.56	7.08	1	0.010265	-0.008803	0.010128	0.075074	86122	1.63	101	1171	56	66	16	1183	10100	1203	0	11693	305	599	1368	224475	695	508	881	549	133	0	163	67	3684	2482	901	1434	28	65	0	8	303	107	273	180	190	1011	2054	500	353	479	0	1385	918	2215	83709	20775	0.164	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000064.spe	181.56	7.08	1	0.010265	-0.008803	0.010128	0.075074	84729	1.52	152	1063	47	84	23	1165	10890	1353	0	9872	306	708	1483	210803	718	658	991	450	9	106	116	82	4229	2770	867	1161	0	76	0	43	360	45	210	200	185	1067	2059	318	331	629	0	1372	903	1844	83926	20886	0.164	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000065.spe	183.56	7.08	1	0.010265	-0.008803	0.010128	0.075074	83041	1.52	173	1011	42	21	42	1132	10992	1250	0	9577	347	669	1406	207829	656	551	1168	533	66	0	178	157	3910	2557	705	1034	0	79	16	0	363	78	163	159	187	1001	1985	509	359	521	0	1158	894	1985	82144	20895	0.162	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000066.spe	185.56	7.08	1	0.010265	-0.008803	0.010128	0.075074	83986	1.57	146	1152	13	35	13	1170	11166	1303	13	9901	288	738	1457	213194	771	611	1119	391	0	48	76	6	4145	2726	855	1185	32	135	38	10	324	67	303	180	144	1035	2082	542	423	560	0	1346	772	2160	81576	20400	0.162	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000067.spe	187.56	7.08	1	0.010265	-0.008803	0.010128	0.075074	85531	1.57	213	1139	21	71	24	1092	11482	1440	0	10061	408	693	1430	217990	736	671	1066	596	102	44	62	77	4186	2379	791	1082	9	107	0	21	302	63	260	187	191	882	2046	337	346	549	0	1321	977	2153	82752	20856	0.164	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000068.spe	189.56	7.08	1	0.010265	-0.008803	0.010128	0.075074	86802	1.47	201	1235	8	39	28	1032	11795	1359	62	10047	344	737	1549	221227	696	630	996	582	75	0	0	154	4312	2798	706	830	24	141	32	0	326	44	242	255	195	993	2078	453	259	737	0	1435	824	1861	84488	21054	0.165	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000069.spe	191.56	7.07	1	0.010265	-0.008803	0.010128	0.075074	87169	1.63	178	1116	47	72	35	1187	11619	1361	10	9994	375	745	1695	231914	705	520	1002	510	0	9	17	0	4158	2665	817	758	25	55	61	24	349	76	243	206	136	1041	2066	386	315	612	0	1533	987	1860	82672	20772	0.164	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000070.spe	193.56	7.05	1	0.010265	-0.008803	0.010128	0.075074	84072	1.52	113	1052	52	40	34	1105	10733	1284	0	9020	297	768	1402	213274	630	435	1044	529	97	119	0	17	4309	2514	671	1042	28	116	31	50	372	37	157	200	204	1090	1928	328	290	349	0	1437	898	1721	82343	20994	0.164	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000071.spe	195.56	7.07	1	0.010265	-0.008803	0.010128	0.075074	86784	1.49	202	1237	35	52	24	1118	11945	1383	0	9982	308	665	1430	222817	619	439	983	517	0	0	115	71	4236	2780	752	1233	17	159	0	23	230	17	285	216	155	937	2049	483	440	877	74	1334	895	1992	83412	20931	0.164	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000072.spe	197.56	7.08	1	0.010265	-0.008803	0.010128	0.075074	84992	1.58	135	1170	34	60	29	1127	11852	1210	39	9738	152	799	1504	213250	705	582	1019	522	0	46	0	163	4128	2785	655	916	18	7	73	0	370	0	203	220	180	1031	2046	338	404	684	0	1181	953	2189	83401	20853	0.164	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000073.spe	199.56	7.07	1	0.010265	-0.008803	0.010128	0.075074	86367	1.59	160	1005	32	66	36	1248	11523	1405	34	9673	317	794	1478	221301	726	627	1179	427	77	17	56	94	4105	2643	564	1072	14	60	28	31	432	59	190	228	217	1120	2120	474	351	685	0	1331	972	2079	82192	20540	0.163	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000074.spe	201.56	7.07	1	0.010265	-0.008803	0.010128	0.075074	85836	1.52	114	1042	16	59	35	1123	11368	1364	0	9600	382	714	1576	215472	719	521	994	499	45	15	211	42	4343	2695	561	1079	23	102	60	0	308	15	271	203	127	1067	2021	398	385	775	0	1370	859	1955	84139	21352	0.165	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000075.spe	203.56	7.07	1	0.010265	-0.008803	0.010128	0.075074	86104	1.54	153	1007	7	61	29	1138	11494	1442	0	9843	303	766	1582	220633	823	553	1157	648	62	98	0	62	4100	2547	643	830	28	106	0	48	344	42	247	292	171	1019	2095	344	238	508	106	1487	934	1969	83580	20574	0.164	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000076.spe	205.56	7.07	1	0.010265	-0.008803	0.010128	0.075074	84231	1.42	106	1013	44	72	24	1073	11800	1315	41	9832	331	734	1555	206592	753	595	1133	515	64	0	182	174	4065	2800	831	1191	14	0	102	26	271	12	280	224	203	1168	2105	561	482	729	392	1450	879	1738	83142	21090	0.164	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000077.spe	207.56	7.08	1	0.010265	-0.008803	0.010128	0.075074	85916	1.49	126	938	45	60	24	1071	11787	1375	0	10003	313	792	1633	211362	682	671	1127	579	0	0	0	35	4386	2692	952	1068	38	142	23	23	343	33	250	201	226	1102	2137	483	291	626	17	1416	898	2101	84639	21501	0.165	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000078.spe	209.56	7.08	1	0.010265	-0.008803	0.010128	0.075074	85582	1.62	166	1110	55	40	32	1055	11697	1376	8	9844	338	700	1553	213851	800	612	1243	500	0	110	48	0	4324	2636	889	1188	23	76	33	17	253	36	287	257	203	1093	2361	363	291	766	0	1465	1075	1780	83300	21325	0.164	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000079.spe	211.56	7.08	1	0.010265	-0.008803	0.010128	0.075074	84844	1.52	181	1175	45	93	37	1144	12082	1376	5	9574	320	672	1622	210664	672	608	1122	415	153	0	65	10	4254	3030	806	1164	13	64	57	26	407	86	205	192	183	1151	2149	469	323	505	0	1589	885	1734	83480	21415	0.164	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000080.spe	213.56	7.09	1	0.010265	-0.008803	0.010128	0.075074	86540	1.54	174	1237	47	67	22	1177	12168	1407	14	10059	415	776	1623	216767	729	595	1309	525	0	0	75	37	4332	2840	866	838	32	128	0	17	418	47	235	184	225	1183	2126	404	228	534	0	1226	926	2041	84198	21603	0.165	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000081.spe	215.56	7.09	1	0.010265	-0.008803	0.010128	0.075074	86116	1.61	168	1186	31	65	0	1028	12299	1317	44	10031	343	755	1656	217474	585	551	1190	562	0	39	0	0	4576	2523	672	1103	30	0	109	40	342	23	282	238	133	1041	1949	212	331	739	0	1389	920	2060	83531	21000	0.164	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000082.spe	217.56	7.09	1	0.010265	-0.008803	0.010128	0.075074	86453	1.55	220	1300	10	100	42	1154	12367	1440	30	10097	223	775	1622	218076	669	624	1045	464	0	0	0	184	4066	2794	771	1098	20	86	75	47	373	61	280	265	216	1100	2114	541	279	500	270	1302	926	2235	83360	21207	0.165	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000083.spe	219.56	7.09	1	0.010265	-0.008803	0.010128	0.075074	87244	1.53	157	1332	40	61	22	1079	12791	1393	7	10443	440	850	1655	219465	792	596	1224	652	139	0	31	166	4458	2845	669	1169	33	18	38	80	386	78	208	221	226	1076	2224	472	163	531	31	1535	943	1813	83446	20895	0.166	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000084.spe	221.56	7.09	1	0.010265	-0.008803	0.010128	0.075074	88359	1.67	157	1350	32	37	0	1056	12679	1499	13	10467	340	810	1699	223580	778	634	1300	468	36	168	115	0	4454	2718	707	941	41	88	58	8	448	78	160	181	224	1164	2168	386	323	713	0	1497	955	2025	85366	21357	0.166	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000085.spe	223.56	7.08	1	0.010265	-0.008803	0.010128	0.075074	88315	1.48	171	1261	62	71	22	1071	12884	1508	0	10639	311	804	1642	220651	768	680	1315	507	43	156	113	0	4033	3007	848	1142	37	18	41	62	302	57	320	207	163	1205	2243	319	337	755	369	1498	965	2035	86112	21464	0.167	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000086.spe	225.56	7.08	1	0.010265	-0.008803	0.010128	0.075074	88382	1.59	160	1178	15	26	36	1138	12470	1374	31	10092	368	745	1500	222576	857	642	1238	555	43	48	136	0	4293	2830	801	916	0	0	111	0	397	16	187	216	208	1199	2206	506	457	392	0	1425	947	2103	86257	21565	0.166	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000087.spe	227.56	7.07	1	0.010265	-0.008803	0.010128	0.075074	86899	1.47	164	1167	34	76	25	1065	12284	1418	9	10553	370	707	1634	215690	719	706	1302	612	0	10	29	26	4207	2682	743	1055	19	0	157	9	285	57	245	191	201	1191	2194	400	344	698	6	1343	875	2041	85226	21567	0.166	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000088.spe	229.56	7.06	1	0.010265	-0.008803	0.010128	0.075074	85048	1.57	175	1252	0	47	23	1156	12175	1352	0	10216	369	677	1585	204949	715	636	1147	478	11	0	15	95	4200	2787	548	1029	0	131	49	0	295	76	280	183	106	1062	2112	317	348	755	77	1142	869	2023	84763	21265	0.166	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000089.spe	231.56	7.06	1	0.010265	-0.008803	0.010128	0.075074	85123	1.60	158	1316	27	50	8	1133	11998	1317	9	10186	250	727	1506	207194	752	671	1184	617	150	151	80	121	4344	2891	795	1141	18	16	91	0	326	31	219	247	228	1048	2085	312	342	587	0	1538	845	1567	83895	21514	0.165	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000090.spe	233.56	7.07	1	0.010265	-0.008803	0.010128	0.075074	85148	1.54	160	1237	61	89	68	1124	11933	1382	4	10018	350	830	1572	206947	717	629	1166	506	63	0	135	53	4408	2849	938	927	30	61	53	54	477	55	193	228	171	969	2141	490	430	589	0	1362	892	1743	85770	21377	0.166	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000091.spe	235.56	7.06	1	0.010265	-0.008803	0.010128	0.075074	84106	1.53	182	1264	33	47	13	1149	11622	1288	26	9868	353	612	1590	197247	742	675	1109	569	76	160	0	45	4247	2766	935	1040	48	22	81	0	304	63	217	227	122	1075	2002	381	344	432	0	1095	872	1846	85485	20942	0.166	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000092.spe	237.56	7.06	1	0.010265	-0.008803	0.010128	0.075074	84554	1.59	152	1185	34	49	33	1213	11738	1482	26	9776	339	694	1605	203525	662	495	1103	397	0	33	77	0	4068	2782	893	1156	14	109	0	13	347	92	262	114	184	1099	1951	433	447	559	0	1348	863	1803	85071	20921	0.166	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000093.spe	239.56	7.06	1	0.010265	-0.008803	0.010128	0.075074	84892	1.66	160	1122	45	52	33	1131	11705	1381	23	9665	504	672	1458	208893	635	633	1228	554	0	32	0	73	4392	2637	621	1092	16	87	60	22	355	40	245	167	214	1043	2016	341	389	737	0	1465	892	1544	84870	21108	0.165	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000094.spe	241.56	7.05	1	0.010265	-0.008803	0.010128	0.075074	84842	1.57	138	1289	18	43	40	1159	11856	1313	0	9713	220	690	1520	207068	732	544	999	632	8	0	107	0	4607	2580	747	899	9	0	123	0	339	69	269	185	144	1014	2022	407	332	697	0	1322	899	1576	85449	21498	0.166	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000095.spe	243.56	7.04	1	0.010265	-0.008803	0.010128	0.075074	84596	1.52	199	1188	29	42	23	1167	11629	1338	0	9682	352	706	1497	206164	727	577	1209	449	80	95	73	0	3968	2527	755	670	27	106	15	10	354	78	279	179	169	1171	1976	266	233	625	268	1307	835	1687	85228	21612	0.165	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000096.spe	245.56	7.03	1	0.010265	-0.008803	0.010128	0.075074	84417	1.57	161	1254	10	42	20	1171	11683	1376	0	9832	358	677	1518	204704	767	526	1154	395	0	0	90	182	4105	2783	803	819	0	51	39	27	342	77	242	185	155	1118	1965	484	246	440	46	1280	874	2073	85002	21408	0.165	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000097.spe	247.56	7.02	1	0.010265	-0.008803	0.010128	0.075074	84892	1.49	146	1206	43	78	28	1209	11639	1402	0	9498	435	764	1446	205824	737	634	1132	415	29	100	0	0	4629	2661	599	958	32	88	26	26	483	42	173	155	187	1121	1939	338	358	528	0	1372	926	1857	85097	21637	0.166	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000098.spe	249.56	7.01	1	0.010265	-0.008803	0.010128	0.075074	84185	1.51	169	1115	16	35	0	1192	11521	1405	24	9462	349	689	1403	203332	710	592	1122	547	0	0	0	0	4196	2808	790	1009	38	74	0	34	455	12	200	226	166	1052	2191	400	292	493	0	1380	738	1715	84757	21213	0.166	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000099.spe	251.56	6.99	1	0.010265	-0.008803	0.010128	0.075074	85288	1.53	174	1132	53	57	37	1239	11790	1277	32	9865	407	734	1408	208198	746	581	1230	378	0	0	0	0	3999	2542	743	918	7	0	111	16	294	15	268	229	159	1128	2132	545	203	467	14	1472	839	1934	84977	21608	0.165	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000100.spe	253.56	6.98	1	0.010265	-0.008803	0.010128	0.075074	85146	1.54	132	1014	0	38	44	1146	11798	1418	0	9497	417	673	1444	210410	715	664	1189	405	83	43	111	23	4448	2814	700	1182	0	53	0	24	323	33	275	157	126	1009	1938	439	276	664	0	1371	834	1860	84363	21582	0.165	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000101.spe	255.56	6.96	1	0.010265	-0.008803	0.010128	0.075074	87837	1.54	116	1097	0	35	12	1152	12166	1295	10	9754	349	690	1524	221628	687	627	1181	568	7	110	186	23	4237	2663	653	1048	9	26	49	7	304	14	273	215	155	1016	2070	494	278	750	0	1490	875	1857	84889	21469	0.167	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000102.spe	257.56	6.95	1	0.010265	-0.008803	0.010128	0.075074	84357	1.57	91	1026	38	78	29	1190	11253	1330	26	9676	333	631	1465	210964	724	630	1134	488	0	188	37	154	4331	2651	711	760	12	67	60	0	349	70	249	165	135	940	2047	320	424	682	0	1320	882	2097	83373	21273	0.164	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000103.spe	259.56	6.93	1	0.010265	-0.008803	0.010128	0.075074	84054	1.48	171	1199	29	47	32	1091	11741	1397	0	9508	393	734	1405	213945	706	690	1151	399	0	83	0	0	4219	2570	738	947	30	78	56	14	409	62	197	197	167	1089	2088	355	377	691	0	1384	905	1739	81745	21283	0.163	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000104.spe	261.56	6.92	1	0.010265	-0.008803	0.010128	0.075074	84922	1.51	189	1136	40	30	33	1082	12365	1456	0	9976	284	828	1543	215879	619	750	1194	581	0	152	59	36	4335	2858	793	837	13	78	14	10	345	46	176	192	165	982	2073	265	346	623	0	1379	804	1780	82326	21448	0.163	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000105.spe	263.56	6.91	1	0.010265	-0.008803	0.010128	0.075074	83863	1.54	135	1195	4	30	27	1140	11687	1403	0	9717	282	693	1447	209259	708	577	1212	634	0	92	112	71	4318	2912	710	715	12	95	43	0	354	92	199	200	145	1064	2096	415	362	561	0	1449	780	1935	81544	21479	0.163	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000106.spe	265.56	6.90	1	0.010265	-0.008803	0.010128	0.075074	86028	1.58	160	1134	38	47	49	1117	11985	1355	22	9989	240	718	1457	214546	669	737	1259	510	9	0	118	100	4406	2915	629	1171	28	60	64	7	356	44	241	223	173	972	2072	427	304	694	64	1357	914	2050	83595	21580	0.164	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000107.spe	267.56	6.89	1	0.010265	-0.008803	0.010128	0.075074	88432	1.59	100	1154	79	52	26	1182	12311	1413	0	10172	373	786	1469	224409	775	640	1117	534	0	79	0	45	4582	3145	923	1078	23	18	67	37	408	23	234	209	214	1189	2138	442	249	437	0	1617	817	1743	85888	21717	0.166	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000108.spe	269.56	6.87	1	0.010265	-0.008803	0.010128	0.075074	86026	1.56	127	1073	0	68	10	1125	11575	1424	0	9858	364	738	1442	217178	712	573	1267	564	30	0	97	69	4410	2677	872	1070	11	120	11	0	353	44	268	203	191	1155	2201	533	392	498	0	1326	862	2230	85589	21221	0.165	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000109.spe	271.56	6.85	1	0.010265	-0.008803	0.010128	0.075074	81989	1.51	173	840	6	53	27	1158	10842	1395	0	9119	412	705	1270	205127	622	626	1059	546	0	81	100	6	3914	2722	917	1160	21	83	41	11	370	29	175	163	222	1005	2075	304	417	446	0	1324	682	1694	81462	20866	0.163	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000110.spe	273.56	6.84	1	0.010265	-0.008803	0.010128	0.075074	82379	1.51	169	1005	0	63	22	1137	10705	1256	33	9057	364	717	1186	206786	637	572	994	468	0	24	108	5	3965	2644	851	972	24	42	69	36	417	45	152	177	178	995	1900	268	185	479	0	1349	682	1760	81205	20718	0.163	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000111.spe	275.56	6.82	1	0.010265	-0.008803	0.010128	0.075074	85863	1.54	193	1292	30	40	41	1157	11661	1433	0	9975	267	746	1377	219653	702	640	1237	598	23	0	0	63	4051	2731	693	928	24	40	72	35	329	35	255	226	185	1108	2033	667	357	401	0	1354	1009	1880	83850	21218	0.164	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000112.spe	277.56	6.80	1	0.010265	-0.008803	0.010128	0.075074	88383	1.57	188	1270	62	57	35	1095	12173	1489	11	10169	352	691	1355	231659	675	618	1103	505	17	0	11	0	4197	2555	749	1316	23	151	0	34	400	0	223	255	205	1046	2012	578	379	609	0	1312	935	2164	83212	21257	0.165	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000113.spe	279.56	6.79	1	0.010265	-0.008803	0.010128	0.075074	88245	1.59	192	1273	11	47	32	1227	12152	1312	20	10004	268	720	1285	230600	667	651	1122	559	51	142	44	46	4120	2536	733	1006	0	0	137	12	314	44	208	185	197	1146	1995	289	302	658	0	1532	996	1995	83857	21385	0.166	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000114.spe	281.56	6.78	1	0.010265	-0.008803	0.010128	0.075074	88655	1.62	154	1241	41	52	18	1164	11731	1422	31	9830	284	751	1199	232045	623	625	1102	525	66	153	84	20	4220	2591	762	1010	38	52	49	11	391	42	238	186	222	1007	1990	340	235	565	0	1736	891	1757	84950	21612	0.166	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000115.spe	283.56	6.75	1	0.010265	-0.008803	0.010128	0.075074	92513	1.65	140	1307	25	59	0	1092	12151	1322	25	10276	393	782	1205	248733	734	571	1065	492	0	27	0	73	4068	2855	871	1098	42	94	76	26	387	0	207	258	193	1064	2220	511	322	414	147	1684	989	1901	88358	21638	0.167	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000116.spe	285.56	6.73	1	0.010265	-0.008803	0.010128	0.075074	93982	1.77	202	1302	21	32	34	1060	11795	1323	0	10439	304	731	1151	258160	736	563	1166	481	0	51	42	0	4142	2504	664	963	15	62	36	0	365	0	257	317	212	1243	2189	339	261	811	35	1689	1170	2187	87542	21468	0.168	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000117.spe	287.56	6.72	1	0.010265	-0.008803	0.010128	0.075074	90852	1.80	183	1222	29	33	13	1088	11099	1183	0	9522	272	739	1039	254583	669	588	1057	413	113	47	40	251	3904	2266	654	1112	5	13	84	0	282	75	218	166	141	1098	1947	347	327	887	0	1674	1077	1862	83378	20746	0.165	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000118.spe	289.56	6.69	1	0.010265	-0.008803	0.010128	0.075074	92573	1.58	160	1462	24	67	32	1071	13126	1422	0	10564	416	819	1174	257185	744	620	1205	388	56	0	139	137	4126	2700	835	1227	15	0	138	0	375	77	176	178	240	1256	2257	472	344	680	192	1739	1094	2140	82654	21221	0.165	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000119.spe	291.56	6.68	1	0.010265	-0.008803	0.010128	0.075074	91848	1.69	141	1296	59	55	33	1109	12771	1542	0	10412	405	717	1077	254441	707	491	1266	530	129	0	54	0	4492	2763	614	1176	27	32	64	43	319	68	306	212	162	1037	2066	693	385	852	0	1485	973	2139	83322	21317	0.165	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000120.spe	293.56	6.66	1	0.010265	-0.008803	0.010128	0.075074	93122	1.63	215	1325	40	55	29	1059	13042	1445	12	10583	373	770	1057	257204	729	548	1285	473	0	148	21	27	4753	2705	761	1322	21	96	66	15	416	89	252	188	170	1110	2153	375	312	772	0	1608	988	1980	83404	21681	0.166	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000121.spe	295.56	6.64	1	0.010265	-0.008803	0.010128	0.075074	92503	1.66	186	1335	40	62	32	1019	12858	1382	6	10802	326	707	1131	251205	631	534	1126	524	0	0	0	0	4537	2625	452	1244	30	103	60	37	351	34	297	233	145	1149	2194	383	300	767	0	1589	1099	2101	83330	21470	0.166	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000122.spe	297.56	6.62	1	0.010265	-0.008803	0.010128	0.075074	92614	1.62	175	1319	42	45	43	1205	12911	1407	0	10897	366	811	1057	248737	714	560	1103	548	0	0	7	0	4476	2796	614	1174	14	6	139	39	332	73	270	258	194	1142	2077	239	239	729	0	1616	981	2098	85735	21910	0.167	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000123.spe	299.56	6.59	1	0.010265	-0.008803	0.010128	0.075074	91773	1.61	187	1272	28	45	6	1097	12595	1373	10	10550	307	711	1046	247592	673	585	1170	515	147	180	146	0	4496	2749	667	1050	15	87	29	17	306	8	252	257	182	1079	2077	285	424	691	0	1466	1023	2154	85427	22166	0.166	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000124.spe	301.56	6.56	1	0.010265	-0.008803	0.010128	0.075074	94853	1.60	175	1333	51	74	25	1034	12993	1471	18	10362	398	741	1028	261020	727	625	1246	508	0	45	0	61	4609	2760	819	1404	36	0	63	11	426	52	262	292	192	1109	2224	424	429	767	0	1652	998	2278	86531	21911	0.168	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000125.spe	303.56	6.51	1	0.010265	-0.008803	0.010128	0.075074	95458	1.64	189	1316	32	36	99	1095	12962	1446	0	10656	324	749	1029	264089	780	584	1133	496	12	114	174	92	4586	2760	601	1197	9	51	72	15	377	72	277	267	168	1155	2083	214	363	1036	0	1667	1066	2163	86338	22177	0.168	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000126.spe	305.56	6.52	1	0.010265	-0.008803	0.010128	0.075074	89396	1.72	139	1204	26	79	58	1103	12031	1438	23	9896	332	711	1011	231533	734	663	1206	517	80	0	19	0	4199	2695	751	1091	23	40	62	30	345	54	255	231	220	1066	2171	481	372	521	0	1346	896	1738	85070	21517	0.167	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000127.spe	307.56	6.51	1	0.010265	-0.008803	0.010128	0.075074	89175	1.60	178	1265	32	60	38	1144	11735	1333	14	9642	319	640	937	225167	632	610	1066	380	38	42	0	0	4444	2710	767	1239	5	87	39	10	419	0	225	235	155	1141	2030	458	435	637	0	1540	895	1833	87371	22168	0.168	
