C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data     19/10/2021  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	V	Cr	Mn	Fe	Ni	Cu	Zn	Ga	Ge	As	Se	Br	Rb	Sr	Y	Zr	Rh	In	Sn	Sb	Ba	La	Ce	Pr	Nd	Ta	W	Pb	Bi	Fe a*2	Fe a+b	S1	S2	S3	Mo inc	Mo coh	Dt	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000018.spe	89.56	6.94	1	0.010265	-0.008803	0.010128	0.075074	96135	1.79	120	965	24	60	18	1102	8929	1155	0	9804	126	606	973	274578	643	465	684	463	0	148	0	0	2936	1979	674	1182	34	0	50	18	186	25	281	298	167	1052	2159	283	264	801	0	1866	1041	2007	90328	21133	0.169	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000019.spe	91.56	6.94	1	0.010265	-0.008803	0.010128	0.075074	94543	1.67	118	888	45	64	0	1068	8375	1057	0	9473	241	667	908	267820	685	461	765	311	0	0	108	64	2991	1837	433	1211	15	58	0	12	317	0	197	233	167	1250	1979	392	121	835	0	1815	1012	2215	88726	20696	0.169	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000020.spe	93.56	6.93	1	0.010265	-0.008803	0.010128	0.075074	95095	1.69	93	905	23	56	53	1113	8625	1152	0	9361	211	578	1021	260931	646	469	680	333	0	40	12	32	2619	1962	616	1426	0	38	37	9	248	0	247	219	146	1188	2034	254	265	831	332	1547	1094	2278	91745	21579	0.171	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000021.spe	95.56	6.94	1	0.010265	-0.008803	0.010128	0.075074	95340	1.70	128	950	33	55	0	1105	8898	1074	29	9617	229	741	1047	262242	635	414	804	362	0	0	0	87	2816	2059	823	1336	15	0	95	0	272	49	184	206	205	1264	2092	322	390	684	56	1737	1036	2125	91426	21483	0.171	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000022.spe	97.56	6.94	1	0.010265	-0.008803	0.010128	0.075074	96815	1.71	146	959	38	86	22	1136	8569	1262	35	9782	202	662	1092	268422	638	505	856	384	0	72	75	21	2845	1978	571	1220	34	73	22	52	335	11	212	249	200	1219	2021	333	253	742	281	1677	1001	2558	92920	21579	0.172	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000023.spe	99.56	6.94	1	0.010265	-0.008803	0.010128	0.075074	95838	1.73	159	841	41	58	33	1151	8218	1164	20	9317	209	591	1115	260256	640	615	612	322	108	64	64	0	2690	1972	726	1513	25	89	18	22	300	14	219	174	204	1135	2156	186	218	788	159	1707	1125	2386	93366	21730	0.172	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000024.spe	101.56	6.94	1	0.010265	-0.008803	0.010128	0.075074	95229	1.59	103	823	40	53	33	1077	8077	1183	15	9007	152	650	1092	256163	673	497	662	395	0	129	0	0	2614	1857	726	1128	21	14	59	0	288	0	151	211	157	1203	2107	186	144	678	327	1646	1035	2218	94646	21463	0.172	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000025.spe	103.56	6.94	1	0.010265	-0.008803	0.010128	0.075074	98444	1.68	106	967	49	29	17	1134	8696	1154	0	9495	314	725	1079	269811	699	454	570	260	0	0	75	99	2923	1940	618	1140	10	82	18	20	227	0	244	238	205	1317	2075	536	190	610	0	1669	1091	2291	96229	21435	0.173	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000026.spe	105.56	6.94	1	0.010265	-0.008803	0.010128	0.075074	96093	1.76	109	903	49	62	27	1059	7895	1080	20	9096	157	598	1096	267739	668	331	641	336	0	67	0	123	2637	1875	519	1002	16	119	0	21	174	36	202	206	206	1129	2099	228	228	1018	0	1661	1233	2204	93991	21587	0.171	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000027.spe	107.56	6.94	1	0.010265	-0.008803	0.010128	0.075074	96791	1.72	137	959	56	71	0	1162	8061	1209	0	9034	219	642	1128	273356	644	494	671	339	0	106	0	77	2756	2003	765	1033	51	97	0	0	250	110	241	193	154	1159	2209	247	320	689	0	1864	1117	2134	93204	21271	0.171	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000028.spe	109.56	6.95	1	0.010265	-0.008803	0.010128	0.075074	98117	1.79	105	930	49	84	50	1154	8323	1210	0	9632	129	611	1183	283704	762	496	699	317	0	207	47	215	2633	2148	803	1077	0	30	25	42	158	6	308	308	194	1254	2080	120	281	807	289	1839	1190	2585	92576	21820	0.171	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000029.spe	111.56	6.95	1	0.010265	-0.008803	0.010128	0.075074	99017	1.73	107	906	54	99	15	1081	8480	1098	7	9626	277	664	1178	291439	707	430	627	432	0	0	7	0	2664	2174	530	1420	48	61	33	23	279	7	192	233	194	1099	2004	307	188	1034	60	1706	1212	2448	90015	21225	0.170	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000030.spe	113.56	6.95	1	0.010265	-0.008803	0.010128	0.075074	97791	1.78	122	973	48	49	41	1154	8239	1120	0	9793	89	599	1155	286718	646	529	665	406	31	245	288	63	2970	2182	598	1586	0	36	42	0	231	0	261	276	187	1035	2020	124	203	1216	0	1595	1116	2654	88644	21382	0.169	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000031.spe	115.56	6.95	1	0.010265	-0.008803	0.010128	0.075074	97750	1.67	110	936	30	50	25	1035	8766	1183	43	9801	246	743	1232	281557	705	586	681	388	0	0	0	99	2747	2184	796	1533	22	37	32	32	318	10	199	206	281	1137	2102	305	144	750	0	1731	1189	1990	90065	21401	0.170	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000032.spe	117.56	6.96	1	0.010265	-0.008803	0.010128	0.075074	97213	1.82	144	944	42	41	0	1080	8688	1191	0	10000	215	685	1160	276335	625	428	772	281	0	192	0	67	3091	2129	937	1382	29	70	17	0	181	29	229	240	170	1193	2108	264	299	983	0	1813	1084	2351	91506	21523	0.171	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000033.spe	119.56	6.95	1	0.010265	-0.008803	0.010128	0.075074	98982	1.72	108	1001	0	66	16	1155	8899	1244	0	9944	236	647	1134	279364	579	471	702	160	0	0	45	0	2511	2187	879	1222	9	22	31	0	274	38	241	229	186	1208	1999	190	374	653	193	1778	1120	1932	92950	21970	0.173	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000034.spe	121.56	6.95	1	0.010265	-0.008803	0.010128	0.075074	96825	1.85	85	904	20	96	21	1175	8595	1076	0	9569	118	609	1097	268508	652	422	667	316	0	0	89	118	2742	1770	589	1232	15	109	46	19	313	14	177	275	225	1103	1987	307	271	518	0	1568	1118	2611	92624	21641	0.172	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000035.spe	123.56	6.95	1	0.010265	-0.008803	0.010128	0.075074	91445	1.82	101	1029	14	28	14	1132	8346	988	0	10593	101	645	1076	248134	729	415	764	331	0	205	0	8	2587	2110	691	1402	9	6	49	6	251	0	245	211	135	1158	2113	192	169	589	0	1500	1080	2608	89625	20973	0.168	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000036.spe	125.56	6.94	1	0.010265	-0.008803	0.010128	0.075074	89358	1.66	140	973	8	59	32	1185	8159	929	0	10830	89	559	1062	236771	736	436	800	313	0	60	21	148	2835	2113	734	1329	27	19	81	32	231	47	207	203	173	1154	1998	305	64	732	74	1428	976	2117	88757	21406	0.168	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000037.spe	127.56	6.94	1	0.010265	-0.008803	0.010128	0.075074	89987	1.68	93	895	19	48	6	1174	7842	951	0	10112	129	495	1087	238110	567	463	712	352	0	162	29	116	2888	2013	756	1513	15	35	45	0	278	0	176	254	180	1175	2078	110	355	775	0	1503	949	2051	89807	21220	0.169	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000038.spe	129.56	6.93	1	0.010265	-0.008803	0.010128	0.075074	91243	1.57	132	882	34	46	42	1213	7792	900	20	9610	300	610	1001	244271	650	413	506	300	160	47	107	152	2909	2184	754	1420	22	30	72	0	267	34	173	190	146	1133	2145	452	291	588	149	1524	1032	2265	90458	20875	0.168	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000039.spe	131.56	6.93	1	0.010265	-0.008803	0.010128	0.075074	94666	1.67	149	996	26	78	33	1142	7961	1020	0	9775	248	604	1117	260212	637	484	719	383	6	82	0	80	2918	2015	838	1292	0	26	35	0	255	0	153	244	190	1121	2020	275	330	576	0	1757	1038	2182	91240	21658	0.170	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000040.spe	133.56	6.93	1	0.010265	-0.008803	0.010128	0.075074	94478	1.71	102	850	12	110	35	1255	7668	1056	0	9482	139	641	1150	265503	680	518	574	321	0	207	67	45	2689	1865	689	1398	25	36	55	11	150	0	280	249	187	1034	2135	232	167	718	0	1827	1045	2044	90056	20918	0.169	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000041.spe	135.56	6.93	1	0.010265	-0.008803	0.010128	0.075074	93883	1.64	114	896	37	48	25	1142	7738	1071	0	10043	107	589	1152	265227	637	422	680	311	11	337	66	170	2553	2070	802	1138	0	96	0	30	182	35	238	260	152	1227	2084	170	315	934	122	1678	1038	2288	88355	20681	0.167	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000042.spe	137.56	6.93	1	0.010265	-0.008803	0.010128	0.075074	85630	1.69	92	958	18	66	25	1192	7817	884	0	10315	172	574	1042	243479	693	376	593	320	0	121	70	0	2666	1842	563	1233	8	15	69	13	246	19	225	206	173	1074	1854	236	207	396	0	1555	1109	1970	80203	19709	0.160	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000043.spe	139.56	6.93	1	0.010265	-0.008803	0.010128	0.075074	84797	1.46	148	974	57	37	30	1067	8042	897	0	11160	200	608	1054	237420	691	344	618	357	0	0	100	116	2813	2055	764	1769	4	21	44	0	196	15	224	170	185	981	2071	322	173	638	0	1488	953	2163	78776	19780	0.160	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000044.spe	141.56	6.96	1	0.010265	-0.008803	0.010128	0.075074	86577	1.60	88	1181	26	12	48	1182	9153	991	10	12664	314	599	1062	247533	663	439	784	352	15	16	55	97	2834	2314	791	1659	18	0	77	40	365	0	224	240	255	1037	2090	302	220	543	0	1533	1037	2166	77489	20099	0.159	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000045.spe	143.56	6.97	1	0.010265	-0.008803	0.010128	0.075074	86399	1.66	96	1277	42	25	18	1166	9675	1076	12	12871	152	606	1241	245485	652	438	862	379	0	60	123	76	2944	2439	1008	1907	14	82	6	23	311	23	300	268	159	1034	2100	305	365	725	0	1409	1009	2336	77018	19798	0.160	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000046.spe	145.56	6.98	1	0.010265	-0.008803	0.010128	0.075074	88645	1.52	142	1242	0	58	25	1104	9653	1049	0	13172	171	651	1288	259526	690	470	837	427	0	0	40	95	3056	2621	828	1899	0	38	8	24	378	0	219	301	163	1017	2071	452	352	564	118	1726	1011	2085	78239	20591	0.160	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000047.spe	147.56	6.99	1	0.010265	-0.008803	0.010128	0.075074	87532	1.66	137	1227	48	87	61	1170	9592	1020	0	12820	151	689	1224	251174	640	450	742	322	0	83	0	71	3203	2410	839	1620	0	73	44	61	441	67	224	309	227	1066	2088	231	350	178	0	1380	1080	2457	78604	20264	0.160	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000048.spe	149.56	6.99	1	0.010265	-0.008803	0.010128	0.075074	88025	1.63	149	1264	14	92	0	1092	9451	961	0	13380	195	617	1217	253275	611	477	831	499	0	5	20	16	3009	2369	782	1818	0	87	11	27	303	20	260	242	161	1016	2266	272	205	606	0	1635	955	2145	78941	20298	0.160	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000049.spe	151.56	7.00	1	0.010265	-0.008803	0.010128	0.075074	88552	1.65	133	1203	36	51	9	1090	9790	1104	0	12820	220	677	1242	257169	642	414	851	314	0	0	0	0	3458	2462	768	1653	0	102	0	37	305	0	227	257	171	1063	2127	493	251	674	0	1567	1066	2212	77924	20316	0.160	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000050.spe	153.56	7.01	1	0.010265	-0.008803	0.010128	0.075074	88357	1.65	126	1200	20	43	20	1029	10074	1098	7	12894	224	673	1300	253596	667	420	877	480	0	0	0	62	3305	2383	826	1585	22	101	26	21	251	77	270	190	174	1086	2139	436	322	679	0	1553	923	2381	78149	20791	0.160	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000051.spe	155.56	7.02	1	0.010265	-0.008803	0.010128	0.075074	89135	1.67	227	1303	0	68	53	1115	10230	1042	0	12737	145	597	1230	259558	712	550	833	410	0	0	122	118	3054	2328	806	1646	8	0	47	26	292	82	276	236	172	1000	2101	386	328	902	89	1682	1131	2164	79511	20449	0.161	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000052.spe	157.56	7.03	1	0.010265	-0.008803	0.010128	0.075074	89023	1.70	168	1360	14	44	32	1109	10250	1129	26	12465	301	742	1296	256195	594	474	776	409	0	12	117	125	3033	2429	765	1540	7	77	35	44	401	38	202	245	195	1081	2152	208	289	712	16	1372	1152	2552	79943	20570	0.161	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000053.spe	159.56	7.03	1	0.010265	-0.008803	0.010128	0.075074	91354	1.73	151	1331	22	50	15	1124	10025	1062	47	12878	241	718	1261	268125	653	427	813	367	5	37	6	35	3233	2429	905	1564	31	25	73	0	334	26	196	256	214	1070	2083	86	263	647	0	1857	1116	2131	80241	20565	0.162	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000054.spe	161.56	7.03	1	0.010265	-0.008803	0.010128	0.075074	91183	1.67	111	1293	63	94	20	1083	10184	1003	0	12783	252	616	1407	267138	601	455	888	572	0	76	154	29	3374	2523	816	1703	11	29	105	28	347	0	239	266	208	1097	2122	365	323	633	46	1533	1158	2331	80393	20509	0.162	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000055.spe	163.56	7.04	1	0.010265	-0.008803	0.010128	0.075074	88279	1.69	121	1269	14	45	0	1097	9910	1204	19	12402	251	707	1382	249516	715	525	901	381	17	99	0	232	3177	2666	1005	1754	39	62	57	22	397	18	237	214	228	1169	2102	342	350	768	245	1547	1059	2143	80347	20446	0.161	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000056.spe	165.56	7.04	1	0.010265	-0.008803	0.010128	0.075074	87770	1.71	143	1270	37	80	31	1138	10259	1125	0	12083	217	641	1372	245644	699	514	990	485	0	0	33	118	3116	2676	765	1745	5	34	48	29	248	54	287	225	206	1032	2121	612	395	593	163	1802	982	2060	79953	20366	0.162	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000057.spe	167.56	7.05	1	0.010265	-0.008803	0.010128	0.075074	85249	1.58	162	1256	45	45	46	1104	10369	1250	0	11793	233	642	1359	227936	664	571	968	435	33	123	97	0	3652	2488	759	1606	0	96	0	8	309	68	256	196	181	1110	2160	387	238	630	0	1494	913	1787	79276	20628	0.162	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000058.spe	169.56	7.05	1	0.010265	-0.008803	0.010128	0.075074	88933	1.72	144	1208	24	14	6	1059	10662	1294	0	11938	356	763	1339	250316	657	582	945	478	0	0	0	14	3613	2399	821	1377	24	120	0	27	404	55	192	159	255	934	2168	411	392	698	0	1559	1087	2349	80441	20641	0.162	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000059.spe	171.56	7.06	1	0.010265	-0.008803	0.010128	0.075074	89371	1.67	178	1204	50	29	31	1157	10722	1168	0	11691	186	654	1415	252194	771	595	917	521	0	0	31	84	3340	2445	774	1370	8	49	34	0	303	0	288	319	175	1014	2181	370	256	866	101	1463	955	2559	81171	20572	0.162	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000060.spe	173.56	7.06	1	0.010265	-0.008803	0.010128	0.075074	89339	1.75	165	1209	55	65	45	1108	10800	1190	22	11311	223	792	1428	250757	723	556	1024	555	0	53	114	62	3226	2455	702	1251	13	18	90	0	364	48	220	239	194	1019	2119	370	296	854	313	1467	1127	2400	81547	20623	0.163	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000061.spe	175.56	7.07	1	0.010265	-0.008803	0.010128	0.075074	86567	1.60	119	1202	0	46	61	1115	10743	1243	8	11249	193	697	1390	234169	686	566	925	458	0	42	28	0	3598	2453	878	1475	10	66	33	25	303	30	306	239	134	947	2055	330	301	621	0	1471	950	2287	81164	20789	0.163	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_18-62cm\XRF data\L000062.spe	177.56	7.07	1	0.010265	-0.008803	0.010128	0.075074	86098	1.67	159	1190	44	51	28	1089	9800	1098	26	12006	318	573	1304	234369	612	458	779	351	0	0	84	15	3378	2612	948	1546	9	84	46	26	319	33	261	185	174	1004	1901	270	188	518	0	1316	995	2146	81380	20766	0.162	
