C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data     19/10/2021  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	V	Cr	Mn	Fe	Ni	Cu	Zn	Ga	Ge	As	Se	Br	Rb	Sr	Y	Zr	Rh	In	Sn	Sb	Ba	La	Ce	Pr	Nd	Ta	W	Pb	Bi	Fe a*2	Fe a+b	S1	S2	S3	Mo inc	Mo coh	Dt	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000010.spe	596.01	6.39	1	0.010265	-0.008803	0.010128	0.075074	94137	1.76	227	1693	9	56	30	881	14580	1944	0	11620	345	853	2578	296080	775	716	1509	595	80	58	124	42	4594	2806	705	1353	26	155	11	40	496	59	309	263	213	902	2140	524	394	971	0	1747	1256	2372	73420	20955	0.159	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000011.spe	598.01	6.37	1	0.010265	-0.008803	0.010128	0.075074	96407	1.88	231	1805	61	46	43	886	15144	1948	14	12350	367	871	2580	303231	725	463	1569	486	49	25	134	32	4533	3030	894	1415	11	115	7	49	471	0	232	320	212	1078	2147	522	241	1141	142	1856	1190	2624	75285	20919	0.161	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000012.spe	600.01	6.35	1	0.010265	-0.008803	0.010128	0.075074	94957	1.72	280	1921	42	61	27	889	15407	1966	0	11949	523	838	2436	295921	693	508	1557	522	207	133	48	156	4808	3101	735	1247	31	208	15	0	474	0	270	284	261	1029	2200	315	292	967	0	1748	1237	2575	74581	20849	0.160	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000013.spe	602.01	6.33	1	0.010265	-0.008803	0.010128	0.075074	93095	1.76	245	1814	21	40	25	1005	14960	1876	0	11863	311	725	2894	287635	745	511	1629	579	0	87	21	70	4297	2936	755	869	18	0	129	14	430	86	308	285	149	921	2078	505	359	1106	251	1637	1120	2407	76031	20445	0.160	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000014.spe	604.01	6.31	1	0.010265	-0.008803	0.010128	0.075074	77472	1.62	174	1231	11	20	43	1154	10893	1534	0	8793	296	651	1918	219907	653	487	1284	389	83	0	26	56	4092	2474	626	663	0	149	0	23	377	66	208	178	118	866	1657	299	366	422	25	1198	887	2172	73413	19343	0.154	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000015.spe	606.01	6.30	1	0.010265	-0.008803	0.010128	0.075074	61396	1.44	125	789	45	36	13	1343	7101	899	12	5763	204	388	1233	149728	520	376	907	249	0	0	29	32	3353	2280	703	529	0	36	0	37	288	18	82	165	106	630	1160	535	277	339	233	894	652	1489	68443	17462	0.152	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000016.spe	608.01	6.29	1	0.010265	-0.008803	0.010128	0.075074	53844	1.45	93	503	12	0	0	1360	4944	662	19	3919	103	373	915	112914	428	369	706	280	0	0	0	0	3538	2252	754	357	23	0	25	0	131	0	105	57	40	432	951	458	185	382	0	582	435	1522	67007	17138	0.156	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000017.spe	610.01	6.28	1	0.010265	-0.008803	0.010128	0.075074	42572	1.47	89	344	10	19	22	1431	3347	504	0	2523	66	191	612	82360	381	225	524	174	0	0	0	77	2861	1760	529	400	0	27	0	14	176	11	42	35	34	398	808	300	125	195	0	304	301	1382	55669	14249	0.151	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000018.spe	612.01	6.28	1	0.010265	-0.008803	0.010128	0.075074	23040	1.20	33	139	0	0	24	1554	1140	236	9	955	8	129	276	33651	234	132	244	13	0	0	0	0	1570	976	331	169	0	14	0	11	60	34	12	27	54	212	452	209	71	187	0	172	134	576	33312	8968	0.145	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000019.spe	614.01	6.28	1	0.010265	-0.008803	0.010128	0.075074	23082	1.17	20	163	0	0	9	1344	1441	241	12	1302	57	95	373	41753	225	108	146	31	0	0	16	0	1497	732	270	440	0	6	18	16	13	24	43	41	38	173	461	153	73	141	0	167	155	713	29442	8621	0.134	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000020.spe	616.01	6.29	1	0.010265	-0.008803	0.010128	0.075074	59212	1.47	134	927	29	63	50	942	7819	1008	35	6280	266	497	1552	184088	420	341	838	246	53	0	92	11	2859	1800	329	828	14	75	33	57	205	71	198	166	123	589	1242	258	277	432	81	928	694	1794	51227	14334	0.134	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000021.spe	618.01	6.31	1	0.010265	-0.008803	0.010128	0.075074	89104	1.70	251	1456	53	62	36	926	12907	1698	8	10120	491	815	2366	297378	570	595	1178	586	110	167	77	111	3847	2210	567	1008	34	246	0	51	314	40	279	237	251	749	1887	285	408	900	298	1850	1273	2527	67116	19104	0.152	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000022.spe	620.01	6.32	1	0.010265	-0.008803	0.010128	0.075074	94269	1.79	235	1579	29	49	14	899	13899	1776	0	10272	518	720	2699	316720	651	545	1300	392	0	55	0	16	4244	2634	642	994	0	0	108	5	343	0	331	341	192	983	1940	355	341	974	139	1707	1255	2901	70004	19609	0.156	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000023.spe	622.01	6.33	1	0.010265	-0.008803	0.010128	0.075074	89593	1.59	255	1563	59	64	33	950	14024	1775	42	10270	442	813	2399	282562	707	639	1356	443	95	10	69	81	4154	2781	726	1149	47	25	145	26	433	64	296	263	213	916	2068	433	385	829	46	1765	1100	2456	69927	19917	0.155	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000024.spe	624.01	6.34	1	0.010265	-0.008803	0.010128	0.075074	90714	1.63	221	1549	38	63	42	955	13511	1895	9	10766	447	793	2358	291351	669	439	1198	508	0	73	75	0	4401	2851	678	1211	16	149	0	44	390	23	239	291	228	899	2005	415	343	699	60	1613	1193	2815	70505	19837	0.154	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000025.spe	626.01	6.35	1	0.010265	-0.008803	0.010128	0.075074	91237	1.69	232	1666	38	30	6	901	14181	1690	12	10474	398	773	2381	293872	657	533	1356	451	95	93	102	60	4304	2695	562	1344	39	0	52	0	467	13	211	263	178	1103	2074	276	262	993	0	1684	1164	2765	70060	20050	0.155	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000026.spe	628.01	6.36	1	0.010265	-0.008803	0.010128	0.075074	90885	1.64	250	1648	61	73	30	1017	14005	1622	0	10683	511	811	4362	290666	622	678	1293	461	71	104	157	0	4315	2701	643	1170	0	33	105	0	411	27	210	233	208	895	2047	323	450	614	0	1827	1202	2351	70840	20133	0.155	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000027.spe	630.01	6.36	1	0.010265	-0.008803	0.010128	0.075074	90145	1.81	222	1593	35	36	51	1005	14095	1797	0	10641	405	799	3105	288207	659	522	1301	442	104	124	112	37	4309	2691	548	1090	0	53	41	4	370	101	277	214	177	958	1932	356	348	858	0	1805	1098	2255	70656	19771	0.154	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000028.spe	632.01	6.36	1	0.010265	-0.008803	0.010128	0.075074	94292	1.77	240	1669	73	47	17	946	13759	1856	56	10356	385	781	2381	319705	706	553	1299	428	75	93	96	0	3997	2742	901	1280	19	178	0	25	529	0	255	352	261	1043	2006	357	315	1078	234	1990	1217	2866	70750	19948	0.155	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000029.spe	634.01	6.37	1	0.010265	-0.008803	0.010128	0.075074	90075	1.61	250	1562	81	42	8	947	13854	1762	68	10216	342	753	2331	287157	678	524	1321	439	12	58	69	18	4253	2829	756	1271	29	64	97	0	400	99	280	230	121	895	1907	454	273	712	63	1621	1205	2614	70247	20304	0.155	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000030.spe	636.01	6.38	1	0.010265	-0.008803	0.010128	0.075074	91712	1.64	198	1566	50	66	48	988	13979	1696	26	10470	356	795	2299	298436	632	537	1279	448	0	141	67	0	4258	2414	556	1088	19	75	57	41	467	93	215	299	217	998	1946	312	379	1120	23	1924	1303	2331	69624	19988	0.155	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000031.spe	638.01	6.36	1	0.010265	-0.008803	0.010128	0.075074	93582	1.79	266	1569	77	76	40	948	13753	1866	16	10480	476	783	2382	305829	662	634	1295	531	0	148	119	7	4546	2858	626	1068	20	108	23	14	484	51	197	219	264	780	2066	385	383	1322	0	1699	1308	2756	71958	20021	0.156	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000032.spe	640.01	6.37	1	0.010265	-0.008803	0.010128	0.075074	90576	1.71	285	1593	78	60	37	950	13859	1869	0	10863	356	802	2368	286085	713	629	1365	593	73	263	23	79	4359	2698	796	1252	13	142	35	9	487	57	185	259	249	921	2168	310	254	1030	0	1681	1186	2589	72107	20258	0.156	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000033.spe	642.01	6.37	1	0.010265	-0.008803	0.010128	0.075074	89270	1.61	258	1518	64	74	54	1006	13800	1806	23	10571	415	780	2279	283367	688	505	1281	468	30	72	20	67	4274	2627	544	1347	0	55	61	37	307	59	263	284	227	957	2051	449	407	716	0	1494	1099	2597	69932	20044	0.154	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000034.spe	644.01	6.37	1	0.010265	-0.008803	0.010128	0.075074	91923	1.60	166	1578	0	33	17	905	14039	1886	10	10860	374	816	2568	296547	714	596	1301	381	0	158	86	0	4461	2544	448	1430	0	29	54	18	348	0	252	308	204	1062	2120	374	340	1043	0	1891	1282	2501	70735	20589	0.156	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000035.spe	646.01	6.37	1	0.010265	-0.008803	0.010128	0.075074	90933	1.75	218	1530	42	66	41	1002	14173	1869	7	10855	311	905	2333	288247	764	636	1380	551	88	211	27	11	4511	2927	766	1019	25	110	16	51	482	98	256	259	219	857	2138	366	405	819	0	1642	1201	2876	71886	19906	0.156	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000036.spe	648.01	6.37	1	0.010265	-0.008803	0.010128	0.075074	90819	1.68	208	1578	39	48	7	955	14246	1733	0	10603	433	816	2379	287546	737	481	1311	486	0	121	0	0	4510	2598	587	1247	8	35	68	13	489	63	226	247	232	973	2008	311	284	877	0	1843	1112	2332	70731	20159	0.155	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000037.spe	650.01	6.38	1	0.010265	-0.008803	0.010128	0.075074	90161	1.70	236	1514	74	36	8	1008	14091	1829	0	10589	419	808	2288	285948	642	524	1211	469	56	55	114	12	4585	2792	661	1206	42	130	54	57	510	90	199	248	192	914	2013	353	291	1061	0	1807	1171	2396	71793	19957	0.155	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000038.spe	652.01	6.37	1	0.010265	-0.008803	0.010128	0.075074	89919	1.63	203	1588	71	56	13	924	14015	1668	0	10533	394	746	2330	282339	697	592	1431	581	42	258	87	50	4386	2702	648	1105	28	81	70	46	385	41	239	298	214	1005	1992	116	338	887	8	1768	1147	2132	72145	20190	0.156	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000039.spe	654.01	6.36	1	0.010265	-0.008803	0.010128	0.075074	91516	1.70	265	1605	54	81	36	878	14206	1784	11	10681	454	789	2340	288077	633	597	1422	524	21	231	60	39	4526	2887	681	1184	18	96	78	12	462	59	245	260	266	1020	2118	356	372	934	0	1857	1172	2526	72253	20356	0.156	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000040.spe	656.01	6.37	1	0.010265	-0.008803	0.010128	0.075074	91048	1.61	230	1572	46	45	23	978	14132	1764	0	10372	307	782	2302	287171	609	435	1275	277	22	6	18	91	4389	2828	804	1259	0	45	76	5	645	0	174	281	211	1001	2002	369	297	722	0	1783	1200	2311	72050	20051	0.156	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000041.spe	658.01	6.37	1	0.010265	-0.008803	0.010128	0.075074	91026	1.73	238	1518	37	28	29	982	13934	1830	66	10682	358	703	2352	287514	644	576	1213	450	0	0	0	0	4249	2898	831	1314	13	95	27	53	366	51	262	303	219	957	2039	492	283	641	436	1978	1155	2214	72539	20338	0.156	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000042.spe	660.01	6.37	1	0.010265	-0.008803	0.010128	0.075074	89813	1.62	246	1552	56	67	17	1061	13791	1738	32	10701	374	788	2316	277921	664	480	1242	539	41	199	34	0	4544	2903	714	1193	10	117	18	42	389	0	340	277	147	963	1988	355	313	1009	0	1741	975	2695	72776	20107	0.157	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000043.spe	662.01	6.36	1	0.010265	-0.008803	0.010128	0.075074	89451	1.69	224	1555	43	42	67	958	13817	1857	46	10840	335	777	2364	272320	696	627	1326	621	0	171	76	0	4421	2809	733	1149	31	141	34	50	477	73	266	268	187	1081	2140	371	368	730	69	1637	1203	2545	73411	20313	0.157	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000044.spe	664.01	6.36	1	0.010265	-0.008803	0.010128	0.075074	89808	1.66	165	1529	34	58	25	1041	14337	1782	17	11064	392	800	2384	273388	679	573	1403	606	7	244	0	0	4381	3018	808	1030	15	0	128	0	479	97	269	216	181	991	2084	165	293	955	15	1813	1119	1992	73129	20841	0.158	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000045.spe	666.01	6.35	1	0.010265	-0.008803	0.010128	0.075074	90344	1.62	272	1562	44	65	29	918	14500	1800	12	11057	278	818	2418	277028	697	641	1311	554	0	0	108	0	4660	2823	801	1159	14	0	83	4	406	69	261	295	146	896	2098	521	378	918	0	1664	1110	2461	74537	20253	0.157	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000046.spe	668.01	6.34	1	0.010265	-0.008803	0.010128	0.075074	89148	1.71	188	1546	72	59	15	996	14304	1695	24	11179	353	804	2410	270050	641	574	1285	537	0	181	24	64	4301	3021	931	1076	22	17	85	25	397	0	276	285	151	946	2066	276	299	869	260	1599	1121	2384	73943	20410	0.157	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000047.spe	670.01	6.34	1	0.010265	-0.008803	0.010128	0.075074	89056	1.68	204	1602	21	39	48	949	14335	1790	11	11197	303	771	2384	269529	684	595	1266	572	62	64	22	0	4428	2962	679	1143	22	116	30	0	414	57	326	286	137	929	2097	350	383	545	0	1743	1103	2269	73001	20315	0.157	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000048.spe	672.01	6.33	1	0.010265	-0.008803	0.010128	0.075074	89256	1.70	175	1663	44	32	41	999	14320	1801	24	11130	468	739	2361	268888	699	605	1383	464	17	121	0	77	4460	2966	739	1339	0	48	78	13	426	55	247	237	174	976	2121	291	215	773	13	1620	1156	2553	73208	20379	0.157	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000049.spe	674.01	6.32	1	0.010265	-0.008803	0.010128	0.075074	90938	1.69	201	1646	37	39	46	975	14615	1919	0	11314	506	867	2412	275544	721	618	1367	706	9	18	0	118	4764	2768	753	1342	9	67	30	27	417	93	191	201	220	856	2245	516	317	854	0	1639	970	2525	74418	20566	0.158	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000050.spe	676.01	6.30	1	0.010265	-0.008803	0.010128	0.075074	91650	1.64	215	1766	36	26	26	922	14999	1897	21	11189	332	815	2378	277612	703	518	1364	505	0	0	37	0	4939	3104	659	1167	12	0	62	8	456	88	298	312	180	1077	2138	567	339	944	0	1693	1043	2555	74516	20694	0.159	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000051.spe	678.01	6.30	1	0.010265	-0.008803	0.010128	0.075074	91641	1.69	255	1694	29	43	20	988	14377	1831	13	11437	482	758	2798	279641	705	569	1328	597	0	0	61	134	4468	2940	687	1364	12	148	13	17	411	81	219	277	196	887	2119	599	316	884	0	1641	1051	2368	74259	20766	0.158	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000052.spe	680.01	6.30	1	0.010265	-0.008803	0.010128	0.075074	92202	1.85	216	1598	45	8	18	1027	14138	1801	10	10944	410	792	2713	285334	675	509	1216	555	0	154	132	0	4479	2882	799	1097	8	187	0	38	500	32	296	314	198	974	2107	390	322	1125	100	1641	1187	2413	73916	20771	0.159	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000053.spe	682.01	6.28	1	0.010265	-0.008803	0.010128	0.075074	91712	1.75	249	1583	24	41	7	1033	14119	1784	21	11091	336	815	2390	282242	673	539	1346	569	67	18	59	13	4693	2710	641	1264	39	71	36	0	415	49	237	218	198	949	2052	400	278	658	0	1708	1161	2504	73564	20657	0.158	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000054.spe	684.01	6.28	1	0.010265	-0.008803	0.010128	0.075074	92416	1.71	257	1688	36	55	37	1025	14128	1851	0	11054	458	760	2437	282952	774	669	1285	611	21	0	101	61	4567	2918	958	1425	9	61	46	41	399	70	265	221	192	907	2200	414	289	914	0	1731	1122	2400	75436	20943	0.159	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000055.spe	686.01	6.26	1	0.010265	-0.008803	0.010128	0.075074	94670	1.81	278	1515	8	55	11	1013	14213	1689	4	11009	349	768	2255	294264	682	592	1327	557	87	0	196	25	4897	2974	780	1365	16	0	155	0	384	98	293	217	165	990	2137	468	372	1065	0	1682	1335	2499	74929	20415	0.161	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000056.spe	688.01	6.25	1	0.010265	-0.008803	0.010128	0.075074	89935	1.63	216	1556	51	45	0	1062	13522	1650	20	10794	502	709	2119	273330	670	620	1246	480	98	211	108	0	4530	2765	854	1115	8	7	118	0	317	0	305	222	136	880	1946	187	369	861	0	1623	1158	2626	73998	20448	0.158	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000057.spe	690.01	6.22	1	0.010265	-0.008803	0.010128	0.075074	90564	1.60	288	1600	35	47	47	962	13652	1746	24	10836	427	814	2412	275146	741	566	1244	387	82	104	0	0	4170	2735	846	1179	30	142	45	34	358	39	266	218	219	1188	1955	264	217	778	23	1706	1136	2313	74218	20299	0.158	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000058.spe	692.01	6.20	1	0.010265	-0.008803	0.010128	0.075074	91755	1.70	280	1686	19	33	0	957	14275	1872	0	11456	443	785	2333	278549	671	573	1376	483	4	18	71	0	4665	2959	835	1410	21	127	0	25	406	34	212	256	198	951	2147	389	342	966	30	1409	1057	2622	74435	20838	0.159	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000059.spe	694.01	6.20	1	0.010265	-0.008803	0.010128	0.075074	91343	1.63	258	1652	36	69	38	961	14078	1860	37	11086	262	806	2338	278450	756	569	1358	473	73	81	225	0	4625	2973	772	1225	9	69	50	58	413	82	262	259	222	888	2054	422	291	737	0	1678	1103	2465	74720	21014	0.158	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000060.spe	696.01	6.18	1	0.010265	-0.008803	0.010128	0.075074	93973	1.67	308	1676	67	59	84	855	14582	1822	25	11687	493	749	2413	286587	743	609	1352	600	37	131	114	0	4814	3114	951	1140	5	51	62	27	408	32	318	288	187	951	2185	358	278	1060	0	1590	1154	2674	76603	20758	0.161	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000061.spe	698.01	6.18	1	0.010265	-0.008803	0.010128	0.075074	88388	1.66	153	1525	23	58	27	999	13661	1769	24	10959	272	799	2326	263002	668	605	1342	701	6	32	0	62	4311	2997	922	1508	24	83	76	0	440	97	231	263	147	931	2163	442	164	685	160	1812	1165	1846	73180	20105	0.157	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000062.spe	700.01	6.16	1	0.010265	-0.008803	0.010128	0.075074	89728	1.69	150	1574	17	57	18	1002	13730	1873	33	10928	471	744	2453	266277	677	605	1465	571	0	70	103	73	4624	3032	774	1343	27	118	0	15	462	84	265	236	173	1011	2166	509	420	798	0	1644	1079	2311	74316	20613	0.158	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000063.spe	702.01	6.15	1	0.010265	-0.008803	0.010128	0.075074	91814	1.77	222	1651	44	36	38	884	14458	1809	41	11506	444	784	2356	288656	657	550	1451	633	203	76	78	15	4682	2960	749	1454	51	26	119	27	404	74	331	321	193	972	2112	383	317	950	0	1842	1131	2298	72410	20514	0.155	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000064.spe	704.01	6.14	1	0.010265	-0.008803	0.010128	0.075074	94090	1.67	294	1607	51	68	23	851	14181	1825	0	11313	424	766	2521	292029	709	643	1477	504	22	113	140	0	4544	2807	703	1285	18	76	45	31	434	37	248	233	184	1046	2050	339	209	988	189	1681	1151	2506	75289	20653	0.160	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000065.spe	706.01	6.13	1	0.010265	-0.008803	0.010128	0.075074	91626	1.65	218	1545	75	38	24	806	14100	1770	15	10998	504	798	2193	278481	727	748	1351	687	0	109	79	73	4485	2767	805	1481	27	18	71	27	490	0	267	257	249	957	2182	486	445	610	8	1715	1190	2570	74045	20577	0.159	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000066.spe	708.01	6.12	1	0.010265	-0.008803	0.010128	0.075074	93917	1.61	215	1599	47	62	34	803	13771	1748	11	11104	385	836	2247	288884	650	623	1264	623	126	52	226	102	4724	2896	788	1415	11	109	38	0	478	93	240	215	189	1023	2100	404	454	917	5	1776	1159	2520	75900	20840	0.161	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000067.spe	710.01	6.12	1	0.010265	-0.008803	0.010128	0.075074	87594	1.66	221	1444	35	25	26	894	14028	1681	18	10415	299	802	2186	270195	669	419	1252	463	33	155	61	0	4356	2535	660	1335	8	0	47	52	370	83	272	218	193	1016	1993	331	243	683	0	1748	1129	2328	70321	19671	0.155	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000068.spe	712.01	6.10	1	0.010265	-0.008803	0.010128	0.075074	87432	1.59	230	1500	57	11	31	805	13618	1657	24	10682	341	717	2183	266363	704	476	1244	441	59	29	0	0	4242	2747	679	1175	25	74	40	60	387	91	235	275	247	932	1955	243	343	583	0	1611	1100	2506	70864	19975	0.156	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000069.spe	714.01	6.11	1	0.010265	-0.008803	0.010128	0.075074	85640	1.63	229	1355	38	39	37	789	12862	1683	23	10081	450	788	2134	260157	669	451	1213	457	26	71	126	0	4212	2934	649	1279	24	127	19	43	494	68	122	192	249	848	2070	233	318	806	0	1422	1164	2389	69727	19718	0.155	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000070.spe	716.01	6.12	1	0.010265	-0.008803	0.010128	0.075074	90525	1.65	190	1434	0	11	21	824	13666	1743	0	10982	327	745	2210	279491	659	507	1264	532	66	229	119	0	4692	2771	738	1463	0	96	46	0	427	0	245	314	183	872	2169	223	344	813	0	1794	1134	2379	71346	20594	0.157	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000071.spe	718.01	6.14	1	0.010265	-0.008803	0.010128	0.075074	89644	1.60	193	1482	33	108	39	819	13695	1740	23	10752	325	773	2159	276602	656	521	1314	431	0	119	26	0	4382	2673	638	1292	13	47	30	25	467	23	232	260	173	982	2013	399	305	830	0	1839	974	2284	72481	20112	0.156	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000072.spe	720.01	6.13	1	0.010265	-0.008803	0.010128	0.075074	88471	1.61	201	1448	72	40	48	832	12944	1692	0	10565	429	682	2132	273879	621	582	1274	453	0	116	0	17	4437	2526	581	1415	7	244	0	63	352	30	236	306	288	991	2096	370	369	834	0	1570	1141	2460	71391	19928	0.156	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000073.spe	722.01	6.16	1	0.010265	-0.008803	0.010128	0.075074	88549	1.73	250	1414	64	16	9	709	12670	1689	7	10428	380	808	2264	269081	617	550	1161	458	0	0	19	48	4124	2421	612	1238	16	62	36	27	428	58	201	227	165	955	2051	423	363	699	129	1621	1098	2415	72631	19979	0.157	
C:\Data\MAYLE2021\LOMA-SUAREZ_V2\LOMA-SUAREZ_42-82cm\XRF data\L000074.spe	724.01	6.17	1	0.010265	-0.008803	0.010128	0.075074	90332	1.59	224	1389	34	50	33	838	12970	1714	47	11085	444	831	2444	274787	633	597	1201	626	27	97	41	64	4385	2859	755	1339	51	132	53	22	492	77	247	281	217	854	2206	316	323	876	0	1599	1067	2653	72613	20145	0.158	
